original_index,agentRate,wizardSuccess,intent,absent_n,composite,text,ville_depart,ville_destination,date_depart,date_retour,budget
4892,5.0,True,book,2,a_definir_apres_selection,Hiiii! I was just selected for an internship and I could do it in 3 different cities. Since I'm on a budget I'll go to the city that best fits in my budget. The first one is Porto Aleger. Do you have any packages from August 27th to September 5th?,,Porto Aleger,August 27th,September 5th,
4911,5.0,True,book,0,a_definir_apres_selection,"I want to go to brasilia from mannheim, can you recommend me packages from Saturday august 27 to Monday, September 12 for 2500 for 1 adult",mannheim,brasilia,Saturday august 27,"Monday, September 12",2500
4919,5.0,True,book,5,a_definir_apres_selection,pls book that one for me thx,,,,,
4921,1.0,True,book,2,a_definir_apres_selection,"yo fam. got 5100 to blow
need to get out of Los Angeles for a week
can u gimme some ideas
yo i heard rosario is lit
can i fly there from los angeles",Los Angeles,rosario,,,5100
4929,5.0,True,book,1,a_definir_apres_selection,"I'm traveling alone, from Minneapolis to Ciudad Juarez. Sept 2 to Sept 22. Do you have any flights that fit?",Minneapolis,Ciudad Juarez,Sept 2,Sept 22,
4935,5.0,True,book,5,a_definir_apres_selection,Ok just book it for me then.,,,,,
4938,4.0,True,book,2,a_definir_apres_selection,Hi I am the happy father of one children.I need to book a trip to Santos from Philadelphia with a 1900 budget,Philadelphia,Santos,,,1900
4946,5.0,True,book,2,a_definir_apres_selection,I need a flight from Ulsan to Denver leaving on September 6,Ulsan,Denver,September 6,,
4960,5.0,True,book,5,a_definir_apres_selection,"Well to be honest I have no vacation days left and not savings to actually book something, but it doesn't hope to dream right? I figured I'd better do some research in case I win the lottery tomorrow haha",,,,,
4975,4.0,True,book,2,a_definir_apres_selection,"hello I id like to go to manaus from ciudad juarez. 4,600$",ciudad juarez,manaus,,,"4,600$"
4985,5.0,True,book,2,a_definir_apres_selection,Can you check if there are any flights from Curitiba to Pittsburgh departing on Sept 2?,Curitiba,Pittsburgh,Sept 2,,
4995,5.0,True,book,4,a_definir_apres_selection,"Hello there, I'd like to book a vacation for my best friends and myself. I live and work in St. Petersburg, and I've been wanting to get out of the city with my buddies for a long time now :slightly_smiling_face:",St. Petersburg,,,,
5011,4.0,True,book,4,a_definir_apres_selection,i need to book a trip to rio de janeiro,,rio de janeiro,,,
5022,5.0,True,book,2,a_definir_apres_selection,"Planning a honeymoon, please help! Can you get me on a flight out of Punta Cana to La Paz on August 24",Punta Cana,La Paz,August 24,,
5033,3.0,True,book,2,a_definir_apres_selection,from san antoni to anywhere. leaving friday sept 2. coming back on tues sept 15,san antoni,,friday sept 2,tues sept 15,
5039,3.0,True,book,5,a_definir_apres_selection,"well, im gonna book the one you suggested",,,,,
5043,5.0,True,book,3,a_definir_apres_selection,"Hi, can you please tell me how much would it cost to for two adults and a child to go from Seoul to Naples for five days?",Seoul,Naples,,,
5059,5.0,True,book,3,a_definir_apres_selection,Yes hi! I live in Santos and I want to book a holiday of up to 16 days. Do you have any trips I can take that fit within a budget of 0$?,Santos,,,,0$
5076,1.0,True,book,3,a_definir_apres_selection,my name is Cosmos and I need to go to Kobe from Tampa,Tampa,Kobe,,,
5082,5.0,True,book,5,a_definir_apres_selection,"Hello, anybody there?",,,,,
5099,4.0,True,book,2,a_definir_apres_selection,Can I please have a vacation from Busan to Pittsburgh for $1500,Busan,Pittsburgh,,,$1500
5109,4.0,True,book,5,a_definir_apres_selection,ok I will book that one,,,,,
5115,5.0,True,book,5,a_definir_apres_selection,"Hello! I'm looking to take my family on vacation soon, and wanted to get a sense of prices",,,,,
5136,5.0,True,book,3,a_definir_apres_selection,"Good afternoon :slightly_smiling_face: I want to book a vacation for myself, my husband and our daughter. The time frame for our holiday is between August 31st and September 9th",,,August 31st,September 9th,
5152,5.0,True,book,5,a_definir_apres_selection,"Fantastic, i'm looking forward to this! Can you book this for us?",,,,,
5155,5.0,True,book,4,a_definir_apres_selection,yo fam want to take my girl down to Punta Cana,,Punta Cana,,,
5175,5.0,True,book,5,a_definir_apres_selection,alright booked,,,,,
5177,5.0,True,book,2,a_definir_apres_selection,I want to go to Paris from Maceio with 6200$.,Maceio,Paris,,,6200$
5204,5.0,True,book,3,a_definir_apres_selection,"Hello, I'm looking to go from Essen to Mannheim",Essen,Mannheim,,,
5213,5.0,True,book,0,a_definir_apres_selection,hi. I want to go to Tofino from Burlington. please recommend me packages from Sunday 21 to August 24 for 2200 for 7 adults.,Burlington,Tofino,Sunday 21,August 24,2200
5224,5.0,True,book,3,a_definir_apres_selection,I'm looking to leave from San Diego to a vacation destination. I have saved up approximately $0 for this trip. Can you help me find a suitable location?,San Diego,,,,$0
5234,5.0,True,book,5,a_definir_apres_selection,Book it! Nothing like fun in the city with my tight budget,,,,,
5238,5.0,True,book,2,a_definir_apres_selection,"to seoul for at most 6600
if not, I will leave from Berlin",Berlin,seoul,,,6600
5255,3.0,True,book,3,a_definir_apres_selection,"Hi there, I'm planning a family vacation and was wondering if you could be of assistance. We are 8 adults leaving from Beijing to Kyoto",Beijing,Kyoto,,,
5263,5.0,True,book,4,a_definir_apres_selection,I dream of a better life and I want to go to Sendai,,Sendai,,,
5283,5.0,True,book,1,a_definir_apres_selection,"I'd like to book a trip for myself, from Tel Aviv to Tampa from, departing Aug 21, returning Aug 24. Do you have such a flight for me?",Tel Aviv,Tampa,Aug 21,Aug 24,
5311,3.0,True,book,3,a_definir_apres_selection,Hi! Can you help me book a family vacation? Great! I'm looking to book a trip for 7 adults and 6 kids. We live in Campinas and we are going to Berlin. What options can you offer me?,Campinas,Berlin,,,
5321,5.0,True,book,5,a_definir_apres_selection,"Good evening. I am Hugo, father to five darling children",,,,,
5347,5.0,True,book,3,a_definir_apres_selection,hello. please find me a vacation from Fort Lauderdale to Rome!!!,Fort Lauderdale,Rome,,,
5369,5.0,True,book,2,a_definir_apres_selection,"Hi there! I'm getting married in Phili next week and we are having the most beautiful wedding ever! With all the planning for the wedding, we forgot to plan our honeymoon! :airplane_departure: We are pretty broke but would still like to take a trip to Curitiba! :blush:",Phili,Curitiba,,,pretty broke
5376,5.0,True,book,4,a_definir_apres_selection,Hi! I'd like to go on a trip to Monterrey!,,Monterrey,,,
5404,5.0,True,book,4,a_definir_apres_selection,I want to go to Curitiba.,,Curitiba,,,
5434,5.0,True,book,5,a_definir_apres_selection,hmmm I think I'll take it! yeah! book this one for me please!,,,,,
5437,5.0,True,book,4,a_definir_apres_selection,Good day! We got married last week and we'd like to go off to San Antonio for a bit!,,San Antonio,,,
5453,5.0,True,book,5,a_definir_apres_selection,"I guess $150 is not that big a deal and this one works with the games, just go ahead and book it. Thanks, bud.",,,,,
5457,5.0,True,book,2,a_definir_apres_selection,"Hello I am currently in Tel Aviv on business and would like to get to Houston next Saturday, August 27th.",Tel Aviv,Houston,"Saturday, August 27th",,
5498,5.0,True,book,5,a_definir_apres_selection,"Wonderful, I love markets. Ok, let’s book it.",,,,,
5501,5.0,True,book,5,a_definir_apres_selection,Hi I need to get a way as soon as possible before I totally lose it....,,,,,
5521,5.0,True,book,5,a_definir_apres_selection,perfect this is just what we need thank you please book us and keep it to yourself,,,,,
5555,5.0,True,book,2,a_definir_apres_selection,"I’ve been tasked with booking my own little Brady bunch a dandy tripadoodle the end of this summer :smile: There’s me, my wife, and 7 little angels. We would like to check out our options in Mexico City, leaving from Munich, with a budget of 12600.",Munich,Mexico City,,,12600
5569,5.0,True,book,5,a_definir_apres_selection,Let’s do it :smile:,,,,,
5596,5.0,True,book,2,a_definir_apres_selection,"Hello. I am a deeply tormented children’s writer and I need to get away to Lima to write my upcoming book, The Little Engine That Let Everyone Down. I have a deplorable sales record and so I need to stay under 2000 dollars. I am leaving from Minneapolis.",Minneapolis,Lima,,,2000
5621,5.0,True,book,5,a_definir_apres_selection,"I need your help, I'm on the edge of a burn out and if I don't get some vacation time I'm going to end up in a hospital!",,,,,
5633,5.0,True,book,5,a_definir_apres_selection,"okay well it's still a good deal, please go ahead and book it...a week away from this hell hole will do wonders for me!",,,,,
5637,3.0,True,book,4,a_definir_apres_selection,im trying to get to flavourtown aka seattle. i have 4 lawyers coming with me,,seattle,,,
5649,5.0,True,book,4,a_definir_apres_selection,I want to go to Sapporo,,Sapporo,,,
5661,3.0,True,book,2,a_definir_apres_selection,"Hello. I'm just gonna be honest with you, here's my dilemma...I take pictures of people for a living of famous people. The more famous the more moolah I make.  Madonna is having a concert in Melbourne on August 24th and her new boyfriend Justin Bieber will be with her. Ya, I know that's a bit gross but that's the rumour. Can you get me there from Busan?? I need to leave on the 23rd.",Busan,Melbourne,the 23rd,,
5669,5.0,True,book,4,a_definir_apres_selection,"Hello, I represent a group of people who want to get out of Munich. our group comprises 4 adults and 6 children",Munich,,,,
5689,5.0,True,book,5,a_definir_apres_selection,"Please, please book this terrific trip",,,,,
5692,5.0,True,book,3,a_definir_apres_selection,"I'm so happy, my wife is finally letting me plan the family vacation! We saved all of our loonies and twonies this year and we have a whole $5000 to spend! Now, I have to impress her by getting the best possible information on all of our options. I think Belem would be a great place to take the kiddies!",,Belem,,,$5000
5721,4.0,True,book,2,a_definir_apres_selection,Hey I have an internship abroad I need to check some things out. I’m leaving Kochi September 8 at the earliest.. What’s available in Naples?,Kochi,Naples,September 8,,
5737,5.0,True,book,4,a_definir_apres_selection,I heard Madonna and her friend were going to Santa Cruz. I need to go there and try to get a dope picture for People Magazine so I can get rich quick.,,Santa Cruz,,,
5751,5.0,True,book,3,a_definir_apres_selection,hi. i need a vacation. im in berlin and wondering about trips to milan,berlin,milan,,,
5766,5.0,True,book,3,a_definir_apres_selection,My brother and I both recently divorced our spouses and we want to take our 7 children away from all the drama for a bit. Do you have a fun package destination after August 31st? Something like the Atlantis?,,Atlantis,August 31st,,
5785,4.0,True,book,2,a_definir_apres_selection,looking at tijuana and i would likely be leaving from ciudad juarez asap,ciudad juarez,tijuana,asap,,
5805,3.0,True,book,3,a_definir_apres_selection,were they going to punta cana? im in mexico city i need to get there,mexico city,punta cana,,,
5828,5.0,True,book,4,a_definir_apres_selection,"Hello online, I am the happiest man on earth! I have 4 beautiful children, a beautiful wife, a great life and on top of it all my beautiful wife has now let me look after what we hope will be a beautiful vacation. I have $8600, let's look at some possible fun trips for me, plus my beautiful wife, PLUS my beautiful family.",,,,,$8600
5886,5.0,True,book,5,a_definir_apres_selection,"that seem good, i will book! Gracias!",,,,,
5888,5.0,True,book,3,a_definir_apres_selection,hello i am booking from buenos aires to tokyo,buenos aires,tokyo,,,
5929,5.0,True,book,2,a_definir_apres_selection,"I want to go to Jerusalem to Ulsan. I am bringing 11 adults and 14 children and i will spend at most, 3100.",Ulsan,Jerusalem,,,3100
5933,5.0,True,book,4,a_definir_apres_selection,"My wife and I just had our second baby and would like to take a vacation with our 2 children. We are looking for a child-friendly resort, preferably in Queenstown.",,Queenstown,,,
5957,4.0,True,book,3,a_definir_apres_selection,Hi you can help me by exploring my options to travel from Paris to San Jose.,Paris,San Jose,,,
5970,4.0,True,book,3,a_definir_apres_selection,I want to go to Monterrey from Tofino,Tofino,Monterrey,,,
5978,3.0,True,book,0,a_definir_apres_selection,"toronto to calgary september 9 to september 13
2600 dollars or less",toronto,calgary,september 9,september 13,2600 dollars
5981,5.0,True,book,4,a_definir_apres_selection,Hey. Looking to get the family out of Montreal for a bit,Montreal,,,,
5989,5.0,True,book,5,a_definir_apres_selection,Fantastic. Let’s book!,,,,,
5991,4.0,True,book,3,a_definir_apres_selection,Hi I need to go to Kabul on August 23rd,,Kabul,August 23rd,,
6009,5.0,True,book,1,a_definir_apres_selection,You can help me by finding me a vacation from Munich to San Juan between August 27 and September 3.,Munich,San Juan,August 27,September 3,
6016,3.0,True,book,3,a_definir_apres_selection,i am leaving essen i have a budget of 3200,essen,,,,3200
6024,5.0,True,book,4,a_definir_apres_selection,Hi I need to go to BA,,BA,,,
6034,5.0,True,book,3,a_definir_apres_selection,"I’m dreamin, of a getaway to the the Veg. I live in Busan",Busan,Veg,,,
6057,5.0,True,book,3,a_definir_apres_selection,I have 8 days for vacation starting on september 6 from dallas. What can you offer me?,dallas,,september 6,,
6103,3.0,True,book,1,a_definir_apres_selection,"Hi there, I'm on vacation from Aug 30 to Sep 4 and I wanted to know where I can go on my $4600 budget. I live in Dallas btw",Dallas,,Aug 30,Sep 4,4600
6117,3.0,True,book,5,a_definir_apres_selection,"Ok cool, I'll take it.",,,,,
6118,3.0,True,book,5,a_definir_apres_selection,"Hi! I need to find a package that will allow me to get to an internship I've been offered. There are several cities I could go to and I haven't made up my mind up yet, can you help me compare the options?",,,,,
6133,5.0,True,book,4,a_definir_apres_selection,"I need to get to Beijing so I can get a picture of Madonna and her huge popstar friend, Greg.",,Beijing,,,
6142,5.0,True,book,3,a_definir_apres_selection,I must go to Vancouver from Tijuana.,Tijuana,Vancouver,,,
6154,5.0,True,book,5,a_definir_apres_selection,Sold! I'll take this package!,,,,,
6158,5.0,True,book,3,a_definir_apres_selection,Get me a trip to Curitiba next Tuesday,,Curitiba,next Tuesday,,
6171,5.0,True,book,5,a_definir_apres_selection,Hi!!! I really need your help! I'm getting married in a week and with everything going on I haven't had time to book a honeymoon trip yet,,,,,
6190,5.0,True,book,5,a_definir_apres_selection,I need to go on a secret vacation so you're gonna need to keep this information on the down low.,,,,,
6198,5.0,True,book,5,a_definir_apres_selection,That sounds absolutely positively perfect! Can you book it for 2!,,,,,
6203,5.0,True,book,4,a_definir_apres_selection,i wanna get out off this lame city. I can leave for 13 days dawg. Gotta dip from Puebla.,Puebla,,,,
6213,5.0,True,book,3,a_definir_apres_selection,"Hi there :slightly_smiling_face: I just managed to get my boss to agree to a HUGE vacation time slot!! I am so excited to do some traveling. I'm traveling from Hamburg and I have a few cities I'm thinking of seeing...
Do you have packages to Tijuana?",Hamburg,Tijuana,,,
6237,5.0,True,book,5,a_definir_apres_selection,Deal. Book it,,,,,
6238,5.0,True,book,3,a_definir_apres_selection,I want to dream of a better life and pretend I have money and vacation days left. Can you check packages from Queenstown to LA?,Queenstown,LA,,,
6247,3.0,True,book,2,a_definir_apres_selection,"1 adult, 5 kids, Seattle to Athens for 16700, what are the options?",Seattle,Athens,,,16700
6264,5.0,True,book,5,a_definir_apres_selection,"I am the happy father of 5 darling children and my wife wants me to plan our family vacation! She needs to approve before I make a final decision, I'm quite whipped!",,,,,
6285,5.0,True,book,1,a_definir_apres_selection,Hi My cousin is getting married so I'm looking for a place to stay in Milan from August 27th to September 1st :slightly_smiling_face: I'd be leaving from Punta Cana,Punta Cana,Milan,August 27th,September 1st,
6338,4.5,True,book,5,a_definir_apres_selection,Awesome! ya please book it for me!,,,,,
6341,5.0,True,book,2,a_definir_apres_selection,"Santiago to Queenstown  7 adults two children
whats the earliest flight you can put me on",Santiago,Queenstown,earliest,,
6351,5.0,True,book,5,a_definir_apres_selection,DOPE. book it,,,,,
6357,5.0,True,book,2,a_definir_apres_selection,I have never travelled alone before so I'm going to be very meticulous. I would like to go to Belem from Kobe. I'm a student so i have a tight budget of 5700,Kobe,Belem,,,5700
6366,5.0,True,book,4,a_definir_apres_selection,Hi there...this is my first time traveling and I'm so excited! I've lived in Boston all my life and want to see the world,Boston,,,,
6384,5.0,True,book,5,a_definir_apres_selection,"Ok great, I think I'll book this one",,,,,
6394,5.0,True,book,3,a_definir_apres_selection,I have 11 days for vacation this year! I only have $400 to spend tho. I leave from Santiago. What kind of packages are there?,Santiago,,,,$400
6398,5.0,True,book,5,a_definir_apres_selection,That sounds great :slightly_smiling_face: i'd like to book this right away please,,,,,
6401,5.0,True,book,1,a_definir_apres_selection,Good afternoon! I would like to inquire about travel options between several cities. The trip would need to be between September 8th and 17th. The first option would be between Stuttgart and Baltimore.,Stuttgart,Baltimore,September 8th,17th,
6405,5.0,True,book,5,a_definir_apres_selection,"Excellent, that was quite fast! Can you please book this trip for my 5 colleagues? And please let me know of the price first",,,,,
6410,5.0,True,book,1,a_definir_apres_selection,I need to go to San Jose between August 27 and September 5. Leaving from Goiania,Goiania,San Jose,August 27,September 5,
6426,5.0,True,book,2,a_definir_apres_selection,"Hi, I'd like to go from Burlington to Valencia with my family. We are 6 kids and 4 adults. Our budget is 19900.",Burlington,Valencia,,,19900
6433,5.0,True,book,3,a_definir_apres_selection,I work in Sendai and I need to get out of here. I'm willing to blow all my savings,Sendai,,,,all my savings
6448,5.0,True,book,1,a_definir_apres_selection,I need to find a vacation between today and September 14th from Punta Cana to San Francisco,Punta Cana,San Francisco,today,September 14th,
6457,5.0,True,book,4,a_definir_apres_selection,"Hey man! I just finished school!!!! Yes I know, I graduated, who would have ever imagined that? haha haters gonna hate, it took me 7 years but i'm done with uniiii. Anyways, I wanna go somewhere starting August 27th. I can be gone for 10 days before starting work",,,August 27th,,
6477,5.0,True,book,2,a_definir_apres_selection,GET ME A FLIGHT FROM BARCELONA TO CALGARY LEAVE SEPTEMBER 2,BARCELONA,CALGARY,SEPTEMBER 2,,
6479,5.0,True,book,0,a_definir_apres_selection,I would like to go on a trip with my wife and 2 kids. Our budget is 3700 and we'd like to go between august 27th and september 10th. I've been thinking about going to Curitiba from Paris,Paris,Curitiba,august 27th,september 10th,3700
6495,5.0,True,book,5,a_definir_apres_selection,"not too shabby. I like this one and so does the wife, so we will go ahead and book this one please",,,,,
6498,4.0,True,book,2,a_definir_apres_selection,"GET ME A FLIGHT FROM DENVER TO MILAN. LEAVE THIS FRIDAY
GET ME THE BEST HOTEL MONEY CAN BUY",DENVER,MILAN,FRIDAY,,
6510,4.0,True,book,5,a_definir_apres_selection,K BOOK ME FOR BIZ CLASS,,,,,
6512,5.0,True,book,1,a_definir_apres_selection,"I need a trip to Marseille on these exact dates: September 9 to September 13
Flying from Manaus",Manaus,Marseille,September 9,September 13,
6526,5.0,True,book,5,a_definir_apres_selection,"That's great! Then i'll go with Zion, it's fancier and somehow a lot cheaper, can't wait :smile:",,,,,
6529,1.0,True,book,3,a_definir_apres_selection,"Ok i got a week off starting Sept 8. I live in Tampa, show me some cool places I can go!",Tampa,,Sept 8,,
6565,1.0,True,book,3,a_definir_apres_selection,Book me for September 8 to 15,,,September 8,15,
6575,1.0,True,book,5,a_definir_apres_selection,Ok I'll take it.,,,,,
6576,5.0,True,book,3,a_definir_apres_selection,I want to go to Washington. From Madrid,Madrid,Washington,,,
6605,5.0,True,book,5,a_definir_apres_selection,Is it booked then?,,,,,
6625,5.0,True,book,3,a_definir_apres_selection,I'd like to go to Melbourne from Manaus,Manaus,Melbourne,,,
6646,3.0,True,book,4,a_definir_apres_selection,So there are 4 friends I promised I would visit this year and I want to check which one would be the best to visit in the coming weeks based on the deals you can offer me.,,,coming weeks,,
6672,5.0,True,book,2,a_definir_apres_selection,I'd like to take a vacation between august 30th and September 2nd for 5 adults and 1 kid for 2700.,,,august 30th,September 2nd,2700
6681,5.0,True,book,3,a_definir_apres_selection,I'd like to try and book a vacation between september 2nd and september 15th,,,september 2nd,september 15th,
6700,5.0,True,book,1,a_definir_apres_selection,"Ok so I've been DYING to visit Goiania and I can finally take some time off. What do you have leaving from Berlin, preferably between August 25th and september 3rd?",Berlin,Goiania,August 25th,september 3rd,
6708,5.0,True,book,1,a_definir_apres_selection,Any week long trips to Brasilia from Mannheim between august 30 and september 15?,Mannheim,Brasilia,august 30,september 15,
6732,5.0,True,book,5,a_definir_apres_selection,"Ok good to know, I'll go with that one then!",,,,,
6733,2.0,True,book,4,a_definir_apres_selection,"hi there, i'm having my dream wedding this Saturday and I want to have a dream honeymoon right after :slightly_smiling_face: :slightly_smiling_face:",,,this Saturday,,
6750,5.0,True,book,3,a_definir_apres_selection,"I need to get a pic of Madonna and her pal, they are going to be in Kobe and I want to leave from Queenstown",Queenstown,Kobe,,,
6760,5.0,True,book,5,a_definir_apres_selection,that sounds like a place Madonna would want to go to..... I'll take this one,,,,,
6794,5.0,True,book,0,a_definir_apres_selection,I wanna go on a vacation with my wife and 4 kids. our budget is 3300 and we want to travel between september 6th and 21st. We were looking at going to Denver from Dallas.,Dallas,Denver,september 6th,21st,3300
6806,3.0,True,book,1,a_definir_apres_selection,"Hi, this is quite urgent, my sister needs me to book a trip for her. She needs to go to Queenstown between september 9-24 leaving from Queenstown. What do you have?",Queenstown,Queenstown,september 9,24,
6822,5.0,True,book,3,a_definir_apres_selection,"Ok I would like to go to Melbourne from Santiago Actually it can be any city
But on one condition: I want to travel for free
My guru told me that I could make anything happen if I dreamed hard enough and focused on making it a reality
So my dream is to travel for free and you will help make it happen",Melbourne,,,,travel for free
6839,5.0,True,book,3,a_definir_apres_selection,"I need to go from Kabul to Toronto, would you happen to have any flights for me?",Kabul,Toronto,,,
6842,5.0,True,book,3,a_definir_apres_selection,I wan to go to Porto alegre from Tokyo,Tokyo,Porto alegre,,,
6877,5.0,True,book,5,a_definir_apres_selection,BOOK IT.,,,,,
6897,5.0,True,book,2,a_definir_apres_selection,"Hi there, I live in Dublin but I've always wanted to see what's good in Goiania. Do you think that if I forked over $1800, you can get me there?",Dublin,Goiania,,,$1800
6909,5.0,True,book,5,a_definir_apres_selection,Lets do it!,,,,,
6910,5.0,True,book,2,a_definir_apres_selection,I want to book a vacation between the 27th of august and the 16th of september for under 1400,,,27th of august,16th of september,1400
6916,5.0,True,book,4,a_definir_apres_selection,"Hi there, I'm coming up on the 10th anniversary with my lady, and I thought I'd treat her and I to something special this year. Boston is where I call home, and I thought it sure would be nice to get out of town for a change
What destinations are on offer from my city?",Boston,,,,
6939,4.5,True,book,4,a_definir_apres_selection,Good day. I live in Kabul and I want to take my extended family on a holiday,Kabul,,,,
6968,5.0,True,book,5,a_definir_apres_selection,brilliant! ok sign me up for the santos package please,,,,,
6969,5.0,True,book,2,a_definir_apres_selection,"Well I am currently living permanently in a cubicle on the 8th floor of a building in Puebla but I want to pretend I am somewhere else instead. Fly me to Leon please
Whats the fanciest place I can go to for 3600",Puebla,Leon,,,3600
6978,5.0,True,book,3,a_definir_apres_selection,I must go to La Paz from Fort Lauderdale.,Fort Lauderdale,La Paz,,,
6999,5.0,True,book,4,a_definir_apres_selection,hi i need to get to mexico city,,mexico city,,,
7012,4.5,True,book,3,a_definir_apres_selection,So I live in Long Beach. What do you have for Cairo?,Long Beach,Cairo,,,
7060,5.0,True,book,3,a_definir_apres_selection,"Get me on a flight to San Antonio, stat! I need to leave on September 1",,San Antonio,September 1,,
7069,5.0,True,book,5,a_definir_apres_selection,hello i am the happy father of 3 beautiful little angels and i would like to bring them all on the vacation of a lifetime,,,,,
7084,5.0,True,book,2,a_definir_apres_selection,I'm leading a tour group of four adults. We're trying to decide on a destination Can you tell me if I can get to Punta Cana for 3400. leaving from the Beijing,Beijing,Punta Cana,,,3400
7093,5.0,True,book,3,a_definir_apres_selection,Seven grownups and 4 tots. We're heading from Cairo down to our ancestral hometown of Belem. Flexible with dates,Cairo,Belem,,,
7104,3.0,True,book,3,a_definir_apres_selection,"heyyyyy there I just got approved to take my 10 vacation days in the upcoming weeks :smile: im looking to leaving from indianapolis, but I just wanna explore my options for now. so can you let me know what’s available under 1900?",indianapolis,,,,1900
7135,4.0,True,book,2,a_definir_apres_selection,Athens to Busan. Aug 30,Athens,Busan,Aug 30,,
7141,5.0,True,book,3,a_definir_apres_selection,Good morning to you! I'd like to take my family somewhere exotic...I've been coming up with a list of where to go from Punta Cana. Can you check on Mexico City,Punta Cana,Mexico City,,,
7153,5.0,True,book,5,a_definir_apres_selection,"Perfect, book it",,,,,
7156,5.0,True,book,2,a_definir_apres_selection,You got a San Juan to Rome flight on Sept 2?,San Juan,Rome,Sept 2,,
7165,5.0,True,book,4,a_definir_apres_selection,"Good morning! I'm an expat writer living in Kobe, Richard O'Brien, ever heard of me?",Kobe,,,,
7177,5.0,True,book,2,a_definir_apres_selection,"I know this is an uncommon trip but I gotta take my 2 children to a great and venerable hospital in Sacramento. I got 5400 to spend, can you please please help me. Leaving from Brasilia",Brasilia,Sacramento,,,5400
7190,5.0,True,book,3,a_definir_apres_selection,"Hey there, I'd like to book a long vacation for myself. I live in Cordoba but thinking of going abroad to Fortaleza",Cordoba,Fortaleza,,,
7203,3.0,True,book,3,a_definir_apres_selection,hey there I’m located in Madrid and I would like to explore my travel options to visit my family back in Sydney,Madrid,Sydney,,,
7211,4.0,True,book,3,a_definir_apres_selection,"Good morning! So I just won the lottery and decided to offer myself the trip of a lifetime!!! There are so many places I've always wanted to visit but couldn't afford. I live in San Francisco. Anything good to Sacramento? Oh and I want to fly in business class, I want the whole shebang",San Francisco,Sacramento,,,
7228,5.0,True,book,5,a_definir_apres_selection,looking to get out of town quick with the family,,,,,
7239,2.0,True,book,5,a_definir_apres_selection,i need to get out of the city its so much hustle and bustle a neon flashy jungle ive just got a real sensory overload honestly,,,,,
7271,2.0,True,book,5,a_definir_apres_selection,"Ok, lets book it!",,,,,
7272,5.0,True,book,1,a_definir_apres_selection,PORTLAND TO ATHENS SEPT 11 TO 15 I WANT THESE EXACT DATES PLEASE,PORTLAND,ATHENS,SEPT 11,15,
7279,5.0,True,book,3,a_definir_apres_selection,"Listen up! im marrying my boo on saturday, and afterwards her and I want to have the best honeymoon 4600 can buy
get us to kyoto will ya?",,kyoto,,,4600
7288,5.0,True,book,1,a_definir_apres_selection,You can help me by booking a flight out of Cordoba to Salvador for me and my friend. Leaving ASAP and back before September 8. Oh and I'll need the best hotels you can get,Cordoba,Salvador,ASAP,September 8,
7299,5.0,True,book,2,a_definir_apres_selection,"I need your help, gotta do some serious trip research for the wife S our travel dates are between sepember 1-18. We live in Monterrey. Its for me, my wife and 5 kids. Any other info you need?",Monterrey,,sepember 1,18,
7322,5.0,True,book,1,a_definir_apres_selection,"yo whats good in essen here, want to get out for a bit can you check if there are flights to cancun between august 24 and sept 4",essen,cancun,august 24,sept 4,
7348,2.0,True,book,4,a_definir_apres_selection,sometime in the next century. but for under 5000,,,,,5000
7358,5.0,True,book,5,a_definir_apres_selection,"Hi there, I'd like to take my young'uns somewhere nice I also want to impress my wife with my good taste",,,,,
7377,4.0,True,book,5,a_definir_apres_selection,"Hey there, sooo I’m in a bit of a bind where I’m getting married next week and have yet to book a honeymoon..",,,,,
7384,2.0,True,book,3,a_definir_apres_selection,Hey! I've got 6 vacation days starting August 27. I want to see what's available from Chicago!,Chicago,,August 27,,
7414,3.0,True,book,3,a_definir_apres_selection,im looking to go from portland to toluca what can you do fo rme,portland,toluca,,,
7447,5.0,True,book,1,a_definir_apres_selection,"Hi there. I need exact dates for this one, no flexibility
Frankfurt to Punta Cana
Sept 11-15
You got that?",Frankfurt,Punta Cana,Sept 11,15,
7449,5.0,True,book,3,a_definir_apres_selection,Hi. Well I’m trying to treat myself with a vacatoin. I’m thinking of going to Chicago. Leaving form Seattle,Seattle,Chicago,,,
7466,5.0,True,book,2,a_definir_apres_selection,Hi there I have a very important request to make today I need to get from Essen to Porto Alegre on August 28 or some point thereafter. But most importantly I need you to book me the best hotel in Porto,Essen,Porto Alegre,August 28,,
7481,5.0,True,book,1,a_definir_apres_selection,You got any flights from New York to Naples departing Aug 27 returning Sep 15?,New York,Naples,Aug 27,Sep 15,
7485,5.0,True,book,1,a_definir_apres_selection,yo. im from burlington. want to travel somewhere cool with my bro. between sept 8 and sept 18. you got flights to kingston?,burlington,kingston,sept 8,sept 18,
7500,3.0,True,book,1,a_definir_apres_selection,"can you get me a trip to pittsburgh, from barcelona? between sep 3 and 18",barcelona,pittsburgh,sep 3,18,
7520,5.0,True,book,1,a_definir_apres_selection,"Hi there! So, between September 7 and 27 I would like to see what is available from Curitiba to Mexico City",Curitiba,Mexico City,September 7,27,
7533,5.0,True,book,0,a_definir_apres_selection,Hi there. I have been tasked with bringing my big beautiful family on a trip! We need to go between August 30 and September 20. We've got 13100 dollars to spend and are leaving from Dublin. Lets hear whats available in St. Louis!,Dublin,St. Louis,August 30,September 20,13100 dollars
